,batch,truth,prediction,loss
0,1,0.37249723,0.34382632,0.0008220209
1,1,0.5003602,0.48404205,0.00026628177
2,1,0.5409349,0.54386556,8.588658e-06
3,1,0.43431285,0.4264676,6.154799e-05
4,2,1.0065551,0.987507,0.00036282992
5,2,1.5151665,1.4981941,0.00028806314
6,2,0.6887272,0.6523379,0.0013241805
7,2,1.4757595,1.4437808,0.001022639
8,3,1.8569874,1.8276619,0.0008599841
9,3,1.6693891,1.6482065,0.00044870493
10,3,1.3197085,1.311763,6.312967e-05
11,3,0.9846613,0.95766264,0.0007289265
12,4,0.27518687,0.2700429,2.646043e-05
13,4,0.97480774,0.95102566,0.0005655871
14,4,0.8901712,0.86607766,0.00058049714
15,4,0.74475545,0.72904974,0.00024666917
16,5,1.5386536,1.5381597,2.4392148e-07
17,5,1.1709156,1.1476552,0.0005410441
18,5,1.3143762,1.2792361,0.0012348306
19,5,1.951801,1.9326285,0.00036758208
20,6,0.4006896,0.38959995,0.0001229804
21,6,1.1296507,1.1108701,0.00035271051
22,6,1.7557346,1.7631699,5.528401e-05
23,6,1.1709156,1.1581095,0.00016399512
24,7,0.67640847,0.6390431,0.0013961714
25,7,1.6280749,1.6263891,2.8417146e-06
26,7,0.77039266,0.75601995,0.0002065747
27,7,1.8258107,1.7983292,0.0007552294
28,8,1.6673752,1.6373708,0.00090026297
29,8,1.2542769,1.2353699,0.0003574728
30,8,0.972972,0.94057894,0.0010493089
31,8,0.8104355,0.77022344,0.0016170078
32,9,1.3666867,1.3422724,0.0005960581
33,9,0.3448044,0.32496434,0.00039362806
34,9,0.77961165,0.74803245,0.0009972457
35,9,1.5755918,1.5631952,0.00015367505
36,10,0.66579074,0.64249355,0.0005427591
37,10,0.67839926,0.6396012,0.0015052921
38,10,1.7169018,1.7085379,6.995387e-05
39,10,1.5400788,1.5076797,0.001049699
40,11,0.6796235,0.65358835,0.000677828
41,11,0.9720813,0.95143723,0.00042617758
42,11,0.7593329,0.738462,0.00043559546
43,11,0.2850313,0.27325815,0.0001386068
44,12,1.227007,1.2054112,0.00046638012
45,12,0.4844416,0.46877784,0.0002453538
46,12,1.4112358,1.3934658,0.00031577476
47,12,1.3984005,1.3857865,0.00015911329
48,13,1.578743,1.5881116,8.7771754e-05
49,13,1.0297562,1.0078433,0.00048017662
50,13,1.0959475,1.0668101,0.0008489865
51,13,1.4112358,1.3989518,0.00015089766
