,batch,truth,prediction,loss
0,1,1.2379177,1.2170151,0.0004369151
1,1,0.5851832,0.57945305,3.2834643e-05
2,1,1.7453456,1.7916389,0.002143066
3,1,0.84759116,0.8388674,7.610357e-05
4,2,1.7340713,1.7482041,0.00019973765
5,2,1.9637005,1.9508243,0.00016579838
6,2,1.0644091,1.0662116,3.248806e-06
7,2,0.4988885,0.49219316,4.4827444e-05
8,3,1.6662258,1.6667212,2.4545466e-07
9,3,0.25284126,0.2763973,0.00055488624
10,3,1.2032529,1.193114,0.00010279667
11,3,0.5351271,0.5385328,1.1598726e-05
12,4,1.4046277,1.422678,0.0003258138
13,4,1.5924501,1.5686496,0.00056646345
14,4,1.4958595,1.4766527,0.00036889972
15,4,0.8208209,0.8213502,2.801471e-07
16,5,1.7476594,1.7081089,0.0015642454
17,5,0.82549673,0.81217253,0.00017753434
18,5,1.0760381,1.0562733,0.00039064657
19,5,0.6412677,0.6400153,1.5685378e-06
20,6,0.41284326,0.38950434,0.0005447049
21,6,0.8139319,0.8134228,2.5916577e-07
22,6,1.1185383,1.1242796,3.296319e-05
23,6,1.417665,1.3845903,0.0010939382
24,7,1.841637,1.850678,8.1738806e-05
25,7,1.9814287,1.9496069,0.00101263
26,7,0.32566765,0.3278592,4.8028633e-06
27,7,1.4379382,1.4200591,0.00031966323
28,8,1.7566413,1.7693733,0.00016210457
29,8,0.38294274,0.36871773,0.0002023508
30,8,0.25463244,0.27675492,0.0004894038
31,8,0.31109187,0.3138303,7.4989234e-06
32,9,0.27518687,0.28243485,5.253328e-05
33,9,0.38098067,0.39296594,0.00014364674
34,9,1.2236712,1.1994073,0.00058873487
35,9,0.32932135,0.32986423,2.9471772e-07
36,10,1.7653971,1.7823335,0.00028684238
37,10,1.6582794,1.6472082,0.00012257158
38,10,1.0583415,1.0482254,0.000102335485
39,10,1.7005845,1.7189584,0.00033759826
40,11,1.3704107,1.3640887,3.9968018e-05
41,11,0.52368325,0.5249257,1.5437039e-06
42,11,0.40067458,0.42509672,0.00059644086
43,11,0.30449972,0.30671892,4.9248492e-06
44,12,0.76599604,0.75263643,0.00017847908
45,12,1.8863093,1.8621087,0.00058566703
46,12,1.5130831,1.5032319,9.704648e-05
47,12,0.6587879,0.66192794,9.859803e-06
48,13,1.0843319,1.0799903,1.884951e-05
49,13,0.70822495,0.7149063,4.4640077e-05
50,13,1.3704107,1.353394,0.00028956635
51,13,1.9958925,1.9773934,0.00034221803
52,14,1.7233992,1.7623643,0.0015182794
53,14,1.8333888,1.8439114,0.000110725196
54,14,1.0247164,1.0366967,0.00014352748
55,14,0.49492326,0.5049916,0.00010137121
56,15,1.2842865,1.3048756,0.00042391158
57,15,1.113264,1.0938097,0.0003784675
58,15,1.5924501,1.6008103,6.989206e-05
59,15,1.9196827,1.9485594,0.00083386165
60,16,1.3213898,1.3277767,4.0792187e-05
61,16,1.3565649,1.3805813,0.0005767865
62,16,0.5126936,0.5022599,0.00010886155
63,16,0.8968232,0.89165914,2.6667793e-05
64,17,1.3764975,1.3753457,1.3266435e-06
65,17,1.2811742,1.2731541,6.4321095e-05
66,17,0.74791914,0.7400595,6.177406e-05
67,17,1.3350028,1.3247688,0.00010473472
68,18,1.9413391,1.9470817,3.297688e-05
69,18,0.68322074,0.6882403,2.5195837e-05
70,18,0.26413637,0.2780694,0.0001941294
71,18,1.7618325,1.7730666,0.00012620645
72,19,1.0687492,1.0398161,0.0008371213
73,19,1.9021927,1.8888919,0.00017691066
74,19,1.5810165,1.5735769,5.5347846e-05
75,19,1.3602201,1.3543919,3.396724e-05
76,20,1.0212929,1.0188532,5.952318e-06
77,20,0.3708883,0.3795532,7.50806e-05
78,20,0.36828697,0.3753924,5.0487277e-05
79,20,1.7800661,1.7474173,0.0010659442
80,21,1.7679074,1.7772708,8.76735e-05
81,21,1.4606683,1.4182172,0.0018020995
82,21,1.2045928,1.189481,0.00022836663
83,21,0.27315193,0.28267962,9.0776746e-05
84,22,0.62485284,0.6154084,8.919698e-05
85,22,0.43066582,0.44151694,0.0001177467
86,22,1.2884144,1.2797521,7.503412e-05
87,22,1.5860217,1.5705,0.00024092148
88,23,1.5008093,1.5047573,1.5586493e-05
89,23,1.1515971,1.1403397,0.00012672928
90,23,1.590245,1.5871717,9.445386e-06
91,23,1.010034,0.9694233,0.0016492266
92,24,0.25657532,0.27287805,0.00026577915
93,24,1.0120862,1.0035799,7.235711e-05
94,24,0.51557606,0.5180576,6.1579426e-06
95,24,0.9608234,0.95463,3.8358197e-05
96,25,1.3296896,1.325658,1.6254267e-05
97,25,1.0020626,0.9911667,0.00011871951
98,25,0.3708883,0.380521,9.2789036e-05
99,25,1.6721095,1.6407841,0.000981277
100,26,1.113264,1.1216823,7.086814e-05
101,26,0.6507887,0.6264547,0.0005921442
102,26,1.227007,1.2551714,0.0007932327
103,26,1.7453456,1.7279116,0.0003039444
104,27,1.8408039,1.822735,0.0003264855
105,27,1.1053839,1.0956788,9.418832e-05
106,27,0.40067458,0.38705346,0.00018553495
107,27,1.830108,1.8824295,0.0027375324
108,28,1.4379382,1.4358815,4.2300885e-06
109,28,0.83488375,0.820521,0.00020628866
110,28,0.54898125,0.56097806,0.00014392335
111,28,1.6275126,1.5918071,0.001274879
112,29,1.9448832,1.976958,0.0010287934
113,29,1.4225105,1.391,0.0009929099
