,batch,truth,prediction,loss
0,1,0.44927847,0.45640504,5.0787996e-05
1,1,1.3602201,1.3434919,0.00027983144
2,1,1.1810836,1.1733578,5.968668e-05
3,1,0.26161233,0.26464385,9.190126e-06
4,2,1.5386536,1.5198287,0.00035437816
5,2,0.50092703,0.5021218,1.4274875e-06
6,2,0.2776934,0.2812419,1.2591873e-05
7,2,0.8934686,0.9038949,0.000108707376
8,3,0.51557606,0.5080934,5.5990018e-05
9,3,0.5260154,0.53661215,0.000112291156
10,3,0.3501317,0.35792142,6.067991e-05
11,3,1.5400788,1.5283284,0.0001380705
12,4,1.4821048,1.4477531,0.0011800397
13,4,1.7237129,1.7021174,0.00046636467
14,4,1.0578294,1.0837257,0.0006706189
15,4,1.6831167,1.6575202,0.0006551808
16,5,1.9064355,1.8674606,0.0015190414
17,5,0.44967267,0.46111068,0.00013082812
18,5,1.3208892,1.3000556,0.00043403936
19,5,0.9767662,0.9679736,7.73105e-05
20,6,0.5717899,0.5530232,0.00035218906
21,6,1.289933,1.2867783,9.951725e-06
22,6,0.65946126,0.66827893,7.775135e-05
23,6,1.3566898,1.3592559,6.584865e-06
24,7,1.0843319,1.0616461,0.00051464397
25,7,0.4988885,0.503097,1.7711516e-05
26,7,1.7296746,1.7163625,0.00017721204
27,7,1.1347603,1.148247,0.00018189223
28,8,0.7421945,0.7437255,2.3439761e-06
29,8,1.0271974,1.0197703,5.516176e-05
30,8,1.2604102,1.2352982,0.0006306142
31,8,0.59678465,0.5641645,0.0010640731
32,9,1.7598339,1.7313443,0.0008116567
33,9,0.5864527,0.58346856,8.905247e-06
34,9,1.4970859,1.4845693,0.00015666572
35,9,0.38072923,0.38446596,1.3963184e-05
36,10,1.3224024,1.3258002,1.1545197e-05
37,10,0.60765487,0.6110555,1.1564242e-05
38,10,0.9846613,0.98896945,1.8560278e-05
39,10,0.5022106,0.5041015,3.5754942e-06
40,11,0.31109187,0.30242437,7.5125536e-05
41,11,1.6678561,1.6557231,0.00014720975
42,11,1.8689232,1.8415705,0.00074816967
43,11,1.2598006,1.2566102,1.0178641e-05
44,12,0.6144194,0.61664736,4.9638147e-06
45,12,0.25463244,0.26141983,4.6068657e-05
46,12,0.5687104,0.5823114,0.00018498734
