,batch,truth,prediction,loss
0,1,0.40156683,0.37877053,0.0005196714
1,1,1.2811742,1.25963,0.00046415333
2,1,0.80675113,0.77850974,0.00079757645
3,1,1.9208587,1.9306909,9.667105e-05
4,2,1.1347603,1.134826,4.3144297e-09
5,2,1.4680915,1.4652426,8.116024e-06
6,2,0.5687104,0.5466089,0.0004884746
7,2,1.7296746,1.7118479,0.0003177904
8,3,0.6144194,0.59533066,0.0003643802
9,3,1.5557832,1.5782495,0.0005047347
10,3,1.7232659,1.7350765,0.0001394917
11,3,0.27518687,0.27392048,1.6037438e-06
12,4,0.9608234,0.94547653,0.00023552687
13,4,0.37249723,0.33923224,0.0011065599
14,4,0.2612475,0.258728,6.3478215e-06
15,4,1.1991141,1.1956171,1.222904e-05
16,5,0.25284126,0.25925893,4.1186384e-05
17,5,1.7364908,1.7371395,4.2070496e-07
18,5,0.36701095,0.33709186,0.0008951518
19,5,1.9169759,1.899373,0.00030985862
20,6,0.3551801,0.35582662,4.1796454e-07
21,6,1.4114313,1.4066585,2.2779452e-05
22,6,0.93604213,0.9093466,0.00071265234
23,6,0.9012707,0.8718232,0.00086715503
24,7,1.4701278,1.449208,0.00043763802
25,7,1.5400788,1.5335463,4.267265e-05
26,7,1.2765388,1.2695901,4.8284564e-05
27,7,0.6668869,0.6527387,0.00020017257
28,8,1.3143762,1.2973493,0.00028991536
29,8,0.94855046,0.9448459,1.3723675e-05
30,8,0.43431285,0.39507812,0.0015393639
31,8,0.43431285,0.42363244,0.0001140711
32,9,1.3053991,1.2872443,0.0003295946
33,9,1.3704107,1.3572668,0.00017276203
34,9,1.7453456,1.7311754,0.00020079371
35,9,1.465548,1.4852741,0.00038911658
36,10,1.7996877,1.8092428,9.129996e-05
37,10,1.3553548,1.3514366,1.5352063e-05
38,10,0.8488869,0.8363811,0.00015639576
39,10,1.685178,1.7080489,0.00052307796
40,11,0.39172265,0.3880939,1.31679035e-05
41,11,0.6582971,0.64611363,0.00014843736
42,11,0.37255213,0.357118,0.00023821194
43,11,0.35884613,0.33405775,0.00061446376
44,12,0.88549393,0.8211453,0.0041407472
45,12,1.24972,1.2215484,0.0007936356
46,12,0.7772857,0.7436754,0.0011296512
47,12,1.9021927,1.9117177,9.072451e-05
48,13,1.777999,1.8068122,0.0008301961
49,13,1.7552931,1.7436885,0.00013466828
50,13,0.5969993,0.5599186,0.0013749787
51,13,1.2370028,1.2471108,0.00010217154
52,14,1.2604102,1.2462442,0.00020067548
53,14,1.2236712,1.2047958,0.00035627923
54,14,0.5118076,0.49612343,0.00024599372
55,14,1.9795741,1.9758991,1.3505507e-05
56,15,0.31109187,0.2942438,0.00028385705
57,15,0.76599604,0.7382014,0.0007725431
58,15,0.37517592,0.33728498,0.0014357234
59,15,0.37844232,0.3530744,0.00064353115
60,16,1.2603972,1.2625875,4.7976396e-06
61,16,0.5264589,0.50902987,0.00030377193
62,16,1.3704107,1.3528413,0.00030868463
63,16,0.36236233,0.3423216,0.00040163047
64,17,1.9582803,1.9415319,0.00028050985
65,17,1.4215705,1.4147918,4.5951005e-05
66,17,0.52933955,0.51173437,0.00030994255
67,17,0.6846259,0.64088243,0.001913493
68,18,0.58670145,0.56934285,0.00030132104
69,18,1.5089624,1.5149916,3.6351834e-05
70,18,1.664817,1.6658485,1.0640293e-06
71,18,1.8613564,1.8541356,5.213916e-05
72,19,1.9637005,1.9479226,0.00024894357
73,19,0.41591898,0.384633,0.000978812
74,19,0.9597976,0.9663795,4.332144e-05
75,19,0.39685118,0.37372738,0.0005347102
76,20,0.693555,0.6720134,0.00046404032
77,20,0.68322074,0.67031664,0.000166516
78,20,1.3785312,1.3577545,0.00043167328
79,20,1.7680753,1.7430507,0.00062623323
80,21,0.8901712,0.86174893,0.0008078235
81,21,1.5437447,1.5552512,0.00013240086
82,21,1.4821048,1.4595544,0.000508518
83,21,1.5130831,1.6029514,0.008076313
84,22,1.9099075,1.9186273,7.603494e-05
85,22,0.95721716,0.9605191,1.0902666e-05
86,22,1.0687492,1.0502082,0.00034376787
87,22,0.31586546,0.27485102,0.0016821837
88,23,0.78917205,0.7646142,0.00060308696
89,23,1.8518766,1.8801981,0.0008021076
90,23,0.9930013,0.9805664,0.00015462673
91,23,0.48387486,0.4595942,0.0005895508
92,24,1.8240379,1.832555,7.254178e-05
93,24,1.5993276,1.592156,5.143058e-05
94,24,1.3062723,1.2904027,0.00025184476
95,24,1.7680753,1.7638445,1.790015e-05
96,25,0.38098067,0.355316,0.00065867463
97,25,1.0644091,1.042201,0.00049319945
98,25,0.6167585,0.60467774,0.00014594545
99,25,0.83975697,0.81637955,0.0005465037
100,26,0.86983395,0.8395189,0.00091900176
101,26,0.43581426,0.40861112,0.000740011
102,26,0.6828549,0.6600846,0.0005184859
103,26,0.36143076,0.34925002,0.00014837056
104,27,0.98699135,0.97357476,0.00018000485
105,27,0.9178905,0.92101204,9.744104e-06
106,27,0.8888306,0.8550441,0.0011415259
107,27,1.7566413,1.7527325,1.5278352e-05
108,28,0.39172265,0.34659123,0.0020368446
109,28,1.8704754,1.8607603,9.438278e-05
110,28,1.7286313,1.7481929,0.0003826581
111,28,1.3213794,1.3278205,4.148798e-05
112,29,1.0692531,1.0440918,0.00063308934
113,29,1.7598339,1.7783066,0.0003412396
114,29,1.6721095,1.6588538,0.00017571398
