,batch,truth,prediction,loss
0,1,1.3984005,1.39274,3.2041644e-05
1,1,0.58309007,0.5679963,0.0002278211
2,1,1.9582803,1.9415319,0.00028050985
3,1,1.9385581,1.9678576,0.00085846055
4,2,0.39780876,0.39206794,3.295703e-05
5,2,1.830108,1.8347654,2.1691261e-05
6,2,0.8208209,0.8042229,0.0002754951
7,2,1.7110641,1.7080032,9.369335e-06
8,3,1.7500302,1.748573,2.1234737e-06
9,3,1.6397486,1.6261301,0.0001854627
10,3,1.1455806,1.1213626,0.0005865155
11,3,0.58670145,0.56619537,0.00042049948
12,4,1.4655116,1.4358479,0.00087993406
13,4,0.38294274,0.37247714,0.00010952862
14,4,1.5503461,1.5514109,1.1337509e-06
15,4,1.1228998,1.1047271,0.0003302442
16,5,0.94855046,0.92989075,0.0003481848
17,5,1.2468631,1.2447426,4.496498e-06
18,5,1.105109,1.0855321,0.0003832553
19,5,1.2542769,1.2388723,0.00023730115
20,6,1.2884144,1.2667097,0.00047109288
21,6,0.4988885,0.50253284,1.3281267e-05
22,6,1.5130831,1.4734226,0.0015729516
23,6,1.4631615,1.4588114,1.8923076e-05
24,7,1.4385924,1.4276114,0.00012058418
25,7,0.40156683,0.3859643,0.00024343892
26,7,1.6826183,1.694983,0.00015288692
27,7,1.7136245,1.7130432,3.378684e-07
28,8,0.83488375,0.804391,0.00092980615
29,8,0.7691606,0.738178,0.0009599223
30,8,1.1185383,1.116787,3.0670647e-06
31,8,1.4606683,1.4519833,7.54291e-05
32,9,1.4114313,1.4239082,0.00015567357
33,9,0.5631441,0.53852516,0.0006060914
34,9,1.619924,1.6159953,1.543438e-05
35,9,0.5126936,0.49158227,0.0004456874
36,10,1.8596003,1.8559381,1.3411918e-05
37,10,0.80675113,0.77850974,0.00079757645
38,10,1.743584,1.7515754,6.38611e-05
39,10,1.5406977,1.5568587,0.00026117678
40,11,0.31421018,0.29246113,0.00047302115
41,11,1.0247164,1.0069519,0.00031557566
42,11,1.0271974,1.0089366,0.0003334538
43,11,1.9012166,1.895506,3.2610973e-05
44,12,1.0838559,1.0573096,0.00070470286
45,12,0.960547,0.9477812,0.00016296476
46,12,1.8704754,1.8756181,2.6447247e-05
47,12,0.8213809,0.78272605,0.0014941985
48,13,1.2765388,1.2582984,0.0003327141
49,13,0.2984392,0.29307204,2.8806406e-05
50,13,1.2884144,1.2714031,0.0002893838
51,13,1.2680304,1.2501059,0.00032128938
52,14,0.40067458,0.36469802,0.0012943128
53,14,0.38072923,0.35001048,0.00094364124
54,14,1.7009276,1.6745849,0.00069394044
55,14,1.9098939,1.8909478,0.00035895288
56,15,1.2944971,1.2871906,5.338605e-05
57,15,0.93262154,0.91759026,0.00022593932
58,15,1.8240379,1.7935379,0.0009302533
59,15,1.0993062,1.0857159,0.00018469723
60,16,1.0408252,1.0101461,0.0009412076
61,16,1.3785312,1.3577545,0.00043167328
62,16,1.6386216,1.6656718,0.0007317164
63,16,1.010034,1.0120673,4.134524e-06
64,17,0.8213809,0.7972369,0.00058293244
65,17,1.0073575,1.002694,2.1747928e-05
66,17,0.87676626,0.8676473,8.315569e-05
67,17,1.0578294,1.0358195,0.0004844335
68,18,1.743584,1.7371824,4.0981227e-05
69,18,1.1817724,1.1652858,0.00027180553
70,18,0.9720813,0.9426644,0.00086535513
71,18,1.3566898,1.336163,0.00042134814
72,19,1.9208587,1.9306909,9.667105e-05
73,19,0.6582971,0.6409716,0.00030017365
74,19,0.8533269,0.8297342,0.000556616
75,19,1.5589837,1.5707102,0.00013751077
76,20,0.43581426,0.40861112,0.000740011
77,20,1.1810836,1.1770474,1.6290815e-05
78,20,0.8704503,0.83719635,0.0011058263
79,20,0.66579074,0.65961254,3.8170157e-05
80,21,0.89710605,0.8723843,0.0006111645
81,21,1.4409707,1.4255911,0.0002365305
82,21,1.7738318,1.784194,0.000107374115
83,21,0.54091877,0.51630735,0.00060572167
84,22,1.0756718,1.0528939,0.0005188334
85,22,0.94855046,0.9167166,0.0010133964
86,22,0.3551801,0.35582662,4.1796454e-07
87,22,1.3883398,1.365012,0.00054418197
88,23,0.5550866,0.54769194,5.4681164e-05
89,23,1.2821616,1.2724295,9.47143e-05
90,23,1.4760351,1.4800687,1.626965e-05
91,23,1.6887656,1.6679957,0.00043139097
92,24,1.1810836,1.1505982,0.0009293591
93,24,0.2612475,0.26062244,3.9068013e-07
94,24,1.1742244,1.1537721,0.00041829498
95,24,0.62485284,0.6144053,0.000109151544
96,25,0.2776934,0.27203006,3.2073367e-05
97,25,1.4715762,1.458198,0.0001789779
98,25,1.8115578,1.7761943,0.0012505726
99,25,1.1464514,1.1345836,0.00014084377
100,26,1.5755918,1.5710429,2.0692558e-05
101,26,0.7848726,0.74821323,0.0013439087
102,26,1.3755506,1.3545655,0.00044037553
103,26,0.8139319,0.78854966,0.0006442571
104,27,1.4046277,1.3933254,0.00012774047
105,27,1.2236712,1.1997695,0.0005712913
106,27,0.48387486,0.4595942,0.0005895508
107,27,1.0120862,0.9989821,0.00017171694
108,28,0.75506616,0.7346434,0.000417089
109,28,0.40156683,0.37877053,0.0005196714
110,28,1.7232659,1.7350765,0.0001394917
111,28,0.97480774,0.96415603,0.000113458875
112,29,1.0993062,1.0692188,0.0009052559
113,29,0.32008088,0.29336813,0.00071357074
114,29,1.5359675,1.5444969,7.2751085e-05
115,29,1.578743,1.5694662,8.605805e-05
116,30,1.7800661,1.7543796,0.0006597964
117,30,1.7680753,1.7430507,0.00062623323
118,30,1.3565649,1.3689014,0.00015218905
119,30,0.90324223,0.8974179,3.392279e-05
120,31,1.4757595,1.459966,0.0002494366
121,31,1.7680753,1.7530566,0.0002255614
122,31,0.25284126,0.27031755,0.00030542072
123,31,1.465548,1.4584845,4.9893144e-05
124,32,0.88571256,0.8639244,0.00047472477
125,32,0.60838455,0.6009643,5.5059987e-05
126,32,1.5035104,1.5075322,1.6175543e-05
127,32,1.6693891,1.6600518,8.718528e-05
128,33,1.4543996,1.4453427,8.20279e-05
129,33,0.4302335,0.43069482,2.1280705e-07
130,33,1.105109,1.0923855,0.00016188607
131,33,0.6468805,0.6309433,0.00025399463
132,34,0.60765487,0.6110107,1.1261401e-05
133,34,1.0950142,1.077751,0.00029801717
134,34,1.0645075,1.0456901,0.00035409548
135,34,1.8368158,1.8456653,7.831368e-05
136,35,1.8707912,1.8608577,9.867386e-05
137,35,0.7421945,0.72936106,0.00016469658
138,35,0.4680653,0.44542968,0.0005123708
139,35,0.71073526,0.70046306,0.00010551819
140,36,0.3507212,0.34288567,6.139564e-05
141,36,1.2821616,1.2746226,5.683703e-05
142,36,0.9597976,0.9663795,4.332144e-05
143,36,1.5363309,1.5136758,0.0005132549
144,37,1.6698061,1.6567174,0.00017131415
145,37,0.8968232,0.8655286,0.0009793547
146,37,0.5969993,0.59049857,4.2259373e-05
147,37,1.0829505,1.0769506,3.5999074e-05
148,38,0.37249723,0.36526102,5.236277e-05
149,38,1.043597,1.0442204,3.887081e-07
150,38,1.3738,1.3544551,0.00037422616
151,38,0.9768896,0.9447311,0.0010341688
152,39,0.98699135,0.97357476,0.00018000485
153,39,0.6883043,0.6767964,0.00013243241
154,39,0.9671077,0.95505416,0.00014528805
155,39,0.5851832,0.5729889,0.00014870036
156,40,1.7618325,1.7431445,0.00034923997
157,40,0.3507212,0.32983834,0.00043609444
158,40,1.6760323,1.6940114,0.00032324967
159,40,0.35053343,0.3246528,0.00066980725
160,41,1.9012166,1.8909162,0.000106098196
161,41,0.83805716,0.8155581,0.0005062088
162,41,0.77780896,0.7534479,0.0005934619
163,41,0.81322455,0.78564644,0.0007605525
164,42,1.113264,1.0972238,0.0002572882
165,42,0.93262154,0.9023051,0.0009190849
166,42,1.7169018,1.7244083,5.6347388e-05
167,42,1.8472562,1.8459167,1.7940877e-06
168,43,1.9938529,1.9992113,2.8713068e-05
169,43,1.8707912,1.8820199,0.00012608327
170,43,1.7286313,1.7268429,3.198295e-06
171,43,0.9660233,0.92741394,0.0014906847
172,44,0.38194618,0.3672147,0.00021701612
173,44,0.39685118,0.3729989,0.0005689317
174,44,0.8538475,0.80015147,0.0028832643
175,44,0.37255213,0.357118,0.00023821194
176,45,1.2657127,1.2423663,0.00054505555
177,45,1.5386536,1.5429103,1.811971e-05
178,45,0.323395,0.30125064,0.00049037347
179,45,0.77961165,0.74771774,0.0010172215
180,46,0.88549393,0.8211453,0.0041407472
181,46,1.3349698,1.3045723,0.00092400284
182,46,1.6666715,1.6434427,0.0005395755
183,46,0.54540074,0.51958185,0.0006666148
184,47,0.66058224,0.6448232,0.00024834767
185,47,1.9064355,1.8953497,0.00012289382
186,47,0.8140353,0.79029256,0.0005637175
187,47,1.902,1.8991576,8.0787095e-06
188,48,0.83805716,0.82612395,0.00014240145
189,48,1.4958595,1.4763812,0.00037940498
190,48,0.6159582,0.59808993,0.00031927545
191,48,1.2825791,1.2861092,1.2461922e-05
192,49,0.84891903,0.80830276,0.0016496817
193,49,1.1839775,1.1773683,4.3681543e-05
194,49,0.41695642,0.38555583,0.0009859971
195,49,0.8255052,0.7961316,0.00086280756
196,50,0.67839926,0.63788176,0.0016416685
197,50,0.67640847,0.6419087,0.0011902337
198,50,0.9608234,0.94059813,0.00040906222
199,50,0.52368325,0.532462,7.706647e-05
200,51,0.31586546,0.27485102,0.0016821837
201,51,0.2901027,0.27072674,0.00037542745
202,51,1.5872892,1.5704195,0.00028458558
203,51,0.8533269,0.8420042,0.00012820437
204,52,0.54898125,0.5262116,0.00051845604
205,52,1.0184695,0.982273,0.0013101845
206,52,0.6167585,0.60267496,0.00019834678
207,52,0.5864527,0.5564941,0.00089751807
208,53,1.2821616,1.2730663,8.2724684e-05
209,53,1.970101,1.9453987,0.0006102041
210,53,0.68010014,0.65152603,0.00081647973
211,53,1.5924501,1.5874603,2.4898727e-05
212,54,1.4379382,1.4385493,3.7340266e-07
213,54,0.59678465,0.5874268,8.756972e-05
214,54,0.8888306,0.86354506,0.00063935865
215,54,1.4379897,1.4133521,0.0006070103
216,55,1.6362401,1.6190693,0.00029483592
