,batch,truth,prediction,loss
0,1,1.6993257,1.720095,0.0004313662
1,1,1.8160284,1.8561444,0.0016092992
2,1,0.51557606,0.50643873,8.349084e-05
3,1,1.619924,1.6524931,0.0010607508
4,2,0.74791914,0.7448807,9.232275e-06
5,2,1.1515971,1.169008,0.00030313854
6,2,0.98206025,0.97282636,8.526476e-05
7,2,1.4525764,1.4459401,4.403997e-05
8,3,1.010034,1.007874,4.6653977e-06
9,3,1.227007,1.2362423,8.529008e-05
10,3,1.465548,1.4503798,0.00023007399
11,3,0.31421018,0.30746943,4.5437697e-05
12,4,0.9771538,0.96122086,0.00025385787
13,4,0.5505045,0.54004115,0.000109481836
14,4,1.3472697,1.3413199,3.5399353e-05
15,4,0.37249723,0.35648516,0.00025638647
16,5,1.902,1.9182101,0.00026277054
17,5,1.8472562,1.8654926,0.00033256624
18,5,1.1227767,1.1036867,0.00036443025
19,5,0.9930013,0.9769016,0.00025920005
20,6,1.1817724,1.1964434,0.0002152408
21,6,0.70655,0.683692,0.00052248925
22,6,0.48377323,0.45330766,0.00092815113
23,6,1.7404042,1.7233685,0.00029021586
24,7,0.87676626,0.8539762,0.0005193875
25,7,1.0212929,0.9965361,0.0006129016
26,7,1.0829505,1.0938995,0.00011988094
27,7,1.5924501,1.6086824,0.000263486
28,8,0.43016252,0.4190358,0.00012380406
29,8,0.7858015,0.75064766,0.0012357901
30,8,1.7800661,1.7931759,0.00017186694
31,8,1.4409707,1.448215,5.2480587e-05
32,9,1.9492003,1.9442189,2.4814331e-05
33,9,0.2984392,0.28613755,0.00015133068
34,9,1.7476594,1.733332,0.00020527458
35,9,1.5716604,1.5911167,0.00037854633
36,10,1.3467207,1.359623,0.00016646831
37,10,1.2821616,1.2754724,4.4745273e-05
38,10,0.2612475,0.25644636,2.3050794e-05
39,10,1.8544729,1.8549668,2.4392148e-07
40,11,0.30073225,0.28369507,0.0002902656
41,11,0.29543412,0.27655917,0.00035626348
42,11,0.36236233,0.33741078,0.0006225797
43,11,1.1707437,1.1622403,7.2308445e-05
44,12,0.93375045,0.91547215,0.0003340963
45,12,0.82549673,0.8230051,6.2083345e-06
46,12,0.7246255,0.72281575,3.2752885e-06
47,12,0.36701095,0.34512934,0.00047880487
48,13,1.0747751,1.072001,7.6957385e-06
49,13,1.5320959,1.5437139,0.00013497834
50,13,1.6673752,1.6870955,0.00038889085
51,13,0.9554448,0.94163615,0.0001906793
52,14,1.105109,1.106046,8.779409e-07
53,14,1.7800661,1.7796706,1.5644906e-07
54,14,1.3883398,1.3879724,1.3498499e-07
55,14,0.70822495,0.69639575,0.0001399299
56,15,1.1347603,1.135165,1.6379467e-07
57,15,1.5993276,1.5963258,9.010858e-06
58,15,0.4302335,0.40643716,0.00056626624
59,15,1.3374841,1.3420653,2.0987512e-05
60,16,1.3062723,1.2954204,0.000117762866
61,16,1.509459,1.5049642,2.0203104e-05
62,16,1.6385275,1.6193094,0.00036933488
63,16,0.66579074,0.6528827,0.00016661754
64,17,0.5534996,0.5416134,0.00014128126
65,17,1.4680915,1.4754831,5.4635337e-05
66,17,0.3036258,0.29669562,4.802729e-05
67,17,1.3467207,1.3590074,0.00015096209
68,18,1.9098939,1.9397588,0.00089191267
69,18,1.8643255,1.8798649,0.00024147319
70,18,0.81322455,0.8165268,1.0904634e-05
71,18,1.9064355,1.8988216,5.7971432e-05
72,19,0.36828697,0.35248592,0.00024967294
73,19,0.76599604,0.7559775,0.0001003709
74,19,1.4525764,1.4502645,5.3450894e-06
75,19,0.61531055,0.5969642,0.00033658926
76,20,1.7296746,1.7431262,0.0001809449
77,20,1.830108,1.8311036,9.910536e-07
78,20,1.1672789,1.1684041,1.2661121e-06
79,20,1.1334401,1.1175067,0.00025387306
80,21,1.5996741,1.5950171,2.1687929e-05
81,21,0.35433125,0.34233993,0.00014379181
82,21,1.7996877,1.8363602,0.0013448703
83,21,1.0756718,1.062361,0.00017717713
84,22,1.1742244,1.1759117,2.8469417e-06
85,22,0.9720813,0.9639372,6.632605e-05
86,22,1.7120627,1.7091208,8.6551645e-06
87,22,1.5993276,1.60833,8.1044054e-05
88,23,0.39172265,0.37717557,0.00021161753
89,23,1.0692531,1.053481,0.0002487593
90,23,1.3565649,1.3545685,3.985605e-06
91,23,0.6144194,0.6076162,4.6283727e-05
92,24,1.7145782,1.7167735,4.819598e-06
93,24,1.5860217,1.601048,0.00022579062
94,24,0.7515587,0.760919,8.761435e-05
95,24,1.8632985,1.8906405,0.0007475829
96,25,0.71894217,0.68263733,0.0013180408
97,25,0.9768896,0.9861957,8.6602995e-05
98,25,0.52802664,0.49584794,0.0010354688
99,25,1.3759816,1.3887863,0.00016396154
100,26,0.5108458,0.5031975,5.8496327e-05
101,26,1.9413391,1.962299,0.00043931548
102,26,0.6887272,0.6447316,0.0019356145
103,26,0.36143076,0.34505427,0.0002681896
104,27,0.77780896,0.75261843,0.0006345629
105,27,1.902,1.942352,0.0016282925
106,27,1.7500302,1.7650472,0.00022551126
107,27,1.3928505,1.3871781,3.2176744e-05
108,28,0.960547,0.97854596,0.00032396376
109,28,0.6468805,0.65060884,1.3900446e-05
110,28,0.8921493,0.87675583,0.0002369597
111,28,1.4714428,1.4937322,0.00049681717
112,29,1.0838559,1.100699,0.00028368935
113,29,1.2677081,1.2545342,0.0001735495
114,29,1.5359675,1.532894,9.446119e-06
115,29,1.2236712,1.2406514,0.0002883262
116,30,0.44967267,0.43370837,0.00025485887
117,30,0.5108458,0.51831174,5.5740536e-05
118,30,0.73641956,0.7205713,0.00025116795
119,30,0.25463244,0.25470927,5.9029084e-09
120,31,1.4970859,1.498267,1.3950578e-06
121,31,0.89710605,0.8995639,6.0410616e-06
122,31,1.3851731,1.3833753,3.232068e-06
123,31,1.6397486,1.6441219,1.9125859e-05
124,32,1.8067282,1.812219,3.0148663e-05
125,32,1.0252532,1.0192375,3.6188147e-05
126,32,0.31296253,0.28868812,0.0005892469
127,32,1.0838559,1.0914667,5.7924244e-05
128,33,1.6721095,1.6791693,4.9840954e-05
129,33,1.0644091,1.0640815,1.07313326e-07
130,33,0.37517592,0.35846257,0.0002793361
131,33,1.4656564,1.457321,6.947809e-05
132,34,0.5919483,0.5930246,1.1585092e-06
