,batch,truth,prediction,loss
0,1,0.9919672,0.99351394,2.3924063e-06
1,1,0.5260154,0.51643986,9.169108e-05
2,1,1.2636297,1.2512842,0.00015240972
3,1,1.0895467,1.0845624,2.4842844e-05
4,2,1.085514,1.0833081,4.8657685e-06
5,2,0.92164874,0.91407275,5.7395606e-05
6,2,0.8149442,0.8222387,5.320938e-05
7,2,1.7679074,1.7704726,6.580583e-06
8,3,0.42153513,0.42372328,4.7879835e-06
9,3,1.8707912,1.885477,0.00021567126
10,3,0.35053343,0.34097424,9.1378e-05
11,3,1.9582803,1.9687216,0.00010902082
12,4,1.2019271,1.2022928,1.3376143e-07
13,4,0.8653551,0.8529824,0.00015308302
14,4,1.113264,1.0985435,0.00021669135
15,4,1.951801,1.9711419,0.00037407398
16,5,0.9771538,0.9676087,9.1108705e-05
17,5,1.5386536,1.5339146,2.2458558e-05
18,5,1.5469066,1.5500836,1.0093626e-05
19,5,1.1464514,1.1485013,4.202184e-06
20,6,0.4548371,0.45641062,2.4759117e-06
21,6,1.6101829,1.6031476,4.9494818e-05
22,6,0.5864527,0.58777356,1.7446155e-06
23,6,1.9806366,1.9888598,6.7620625e-05
24,7,0.41284326,0.42114314,6.888813e-05
25,7,1.289933,1.2898674,4.2987836e-09
26,7,0.8923258,0.8819895,0.000106839914
27,7,0.97480774,0.9742497,3.1138484e-07
28,8,1.0583415,1.0670967,7.6653654e-05
29,8,1.0120862,1.0090213,9.393433e-06
30,8,1.0756718,1.0656898,9.964012e-05
31,8,1.5934538,1.582626,0.000117240816
32,9,1.0324756,1.0223869,0.00010178151
33,9,1.3723841,1.3725692,3.4273867e-08
34,9,0.32008088,0.32232234,5.024154e-06
35,9,1.3738,1.3696189,1.7481987e-05
36,10,1.7211369,1.7373012,0.00026128467
37,10,1.3143762,1.307773,4.360279e-05
38,10,0.38072923,0.37782976,8.406914e-06
39,10,1.8643255,1.8733147,8.0805985e-05
40,11,0.972972,0.97939634,4.12725e-05
41,11,0.42383918,0.42147043,5.610968e-06
42,11,1.7169018,1.7298471,0.00016758064
43,11,0.71894217,0.71545327,1.21724115e-05
44,12,1.7476594,1.7485466,7.8704494e-07
45,12,0.8149442,0.8075526,5.4636217e-05
46,12,1.465548,1.4609141,2.147306e-05
47,12,0.77504677,0.7707158,1.8757497e-05
48,13,1.8845539,1.896845,0.00015107049
49,13,1.7364744,1.7413443,2.3716295e-05
50,13,0.599252,0.5945426,2.21781e-05
51,13,1.074985,1.0754435,2.1020293e-07
52,14,0.78917205,0.7871208,4.207562e-06
53,14,0.3582939,0.35398054,1.8604986e-05
54,14,1.8215921,1.8270322,2.9594861e-05
55,14,0.7463965,0.74244976,1.557661e-05
56,15,0.6479279,0.6519917,1.6514834e-05
57,15,0.9930013,0.9909059,4.3907066e-06
58,15,0.48387486,0.47907737,2.3015895e-05
59,15,0.7609107,0.77025867,8.7384644e-05
60,16,1.8694086,1.8796024,0.00010391406
61,16,1.0073575,1.002425,2.4329782e-05
62,16,0.9012707,0.8860704,0.00023104963
63,16,1.7211369,1.7173797,1.411684e-05
64,17,1.4379382,1.4362067,2.998144e-06
65,17,0.4988177,0.49190944,4.7724163e-05
66,17,1.0476376,1.0541654,4.261193e-05
67,17,1.4606683,1.4524131,6.814904e-05
68,18,1.0427969,1.0339285,7.86474e-05
69,18,1.4729096,1.4639806,7.9727295e-05
70,18,1.5089624,1.4955479,0.00017994887
71,18,1.3735353,1.3789492,2.9310204e-05
72,19,1.6327474,1.6270832,3.2083495e-05
73,19,1.6582794,1.6490995,8.427148e-05
74,19,1.4114313,1.410436,9.90579e-07
75,19,0.6544463,0.6560241,2.4894357e-06
76,20,1.4655116,1.4670829,2.4689764e-06
77,20,0.8533269,0.85691905,1.2903423e-05
78,20,1.3738,1.3643306,8.9669345e-05
79,20,0.9012707,0.901778,2.5734835e-07
80,21,1.9226516,1.9260021,1.1225826e-05
81,21,1.5716604,1.562244,8.866749e-05
82,21,1.6678561,1.6617032,3.785779e-05
83,21,1.3062723,1.3083528,4.3287287e-06
84,22,0.4302335,0.43758833,5.4093463e-05
85,22,1.9385581,1.9538485,0.00023379571
86,22,0.83805716,0.83497965,9.471049e-06
87,22,1.6397486,1.637771,3.910755e-06
88,23,0.9097924,0.912882,9.5453015e-06
89,23,0.5194973,0.51730263,4.816458e-06
90,23,1.0959475,1.1034554,5.6368866e-05
91,23,1.7598339,1.7638656,1.6254267e-05
92,24,1.1501535,1.1380327,0.00014691483
93,24,0.2662588,0.26783687,2.4902822e-06
94,24,1.9194193,1.9224445,9.151679e-06
95,24,1.1999626,1.1952461,2.2245518e-05
96,25,0.35884613,0.34908515,9.527665e-05
97,25,1.7192918,1.7172004,4.3739865e-06
98,25,1.400617,1.4124554,0.00014014856
99,25,1.3965987,1.4024967,3.478639e-05
100,26,1.3228495,1.3136797,8.408554e-05
101,26,0.9642816,0.9713266,4.9631617e-05
102,26,0.32566765,0.33338892,5.961809e-05
103,26,0.97480774,0.9692384,3.1017535e-05
104,27,0.6159582,0.6222206,3.921718e-05
105,27,1.353963,1.3465694,5.46653e-05
106,27,0.5687104,0.5660175,7.251593e-06
107,27,0.74475545,0.7468852,4.535765e-06
108,28,1.7136245,1.7220329,7.070165e-05
109,28,1.6831167,1.6931087,9.984013e-05
110,28,0.8213809,0.8155613,3.386796e-05
111,28,1.8569874,1.8635999,4.3725675e-05
112,29,1.9021927,1.9165965,0.00020747003
113,29,1.4215705,1.4236652,4.3874597e-06
114,29,0.36143076,0.34891438,0.00015665975
115,29,1.5008093,1.5075935,4.602538e-05
116,30,1.7500302,1.7465473,1.2130025e-05
117,30,0.89710605,0.9017979,2.2013355e-05
118,30,0.693555,0.6903313,1.0392353e-05
119,30,0.83488375,0.8319229,8.766696e-06
120,31,0.27194315,0.28055418,7.414973e-05
121,31,0.9768896,0.970495,4.0891224e-05
122,31,1.3197085,1.312959,4.5555895e-05
123,31,0.8104355,0.8027986,5.8321402e-05
124,32,0.35531715,0.3528077,6.297314e-06
125,32,1.6499485,1.6492509,4.8666357e-07
126,32,1.0238172,1.0285014,2.1941822e-05
127,32,1.465548,1.4728774,5.3719294e-05
128,33,0.54898125,0.5502529,1.6171322e-06
129,33,1.1905675,1.186295,1.8253922e-05
130,33,0.37249723,0.36735767,2.6415071e-05
131,33,1.2468631,1.2335612,0.00017694237
132,34,0.65946126,0.6599795,2.685959e-07
133,34,1.227007,1.2150508,0.00014295107
134,34,1.074985,1.065987,8.096466e-05
135,34,0.5301321,0.54626125,0.00026014904
136,35,1.9913948,2.0055108,0.00019926284
137,35,1.1114849,1.0970272,0.00020902517
138,35,0.7714293,0.7710482,1.4524643e-07
139,35,1.9246684,1.9360358,0.00012921599
140,36,1.2598006,1.2620255,4.9502787e-06
141,36,0.73641956,0.73663723,4.7382912e-08
142,36,0.91362154,0.90970874,1.5310055e-05
143,36,0.50774294,0.51463276,4.746962e-05
144,37,1.0120862,1.0104893,2.5497973e-06
145,37,1.4952254,1.4843924,0.00011735443
146,37,0.7714293,0.76206994,8.759761e-05
147,37,0.26413637,0.27155262,5.500074e-05
148,38,0.93775624,0.9277725,9.967463e-05
149,38,0.26161233,0.26894456,5.376168e-05
150,38,0.960547,0.95414305,4.101023e-05
151,38,1.2821616,1.2782536,1.5272763e-05
152,39,1.987293,1.9902343,8.650956e-06
153,39,1.936844,1.949376,0.00015705092
154,39,1.4715762,1.4689356,6.972795e-06
155,39,1.5618968,1.5574839,1.9473593e-05
156,40,0.44927847,0.45519772,3.5037494e-05
157,40,0.8934686,0.90155125,6.532888e-05
158,40,1.0760381,1.0715041,2.0557212e-05
159,40,1.9915768,1.997208,3.1710508e-05
160,41,1.6666715,1.6641631,6.29208e-06
161,41,1.4379897,1.4355398,6.0018638e-06
162,41,1.6275126,1.6147124,0.00016384554
163,41,1.3084737,1.3102058,3.0002084e-06
164,42,1.5993276,1.6006933,1.8653573e-06
165,42,0.8207932,0.81114614,9.306599e-05
166,42,1.8211702,1.8353151,0.00020007812
167,42,0.39865562,0.39727888,1.8954353e-06
168,43,1.3723841,1.3814048,8.137278e-05
169,43,0.36236233,0.35820475,1.7285412e-05
170,43,1.7557346,1.771401,0.00024543874
171,43,1.8518766,1.8644539,0.00015818836
172,44,1.8689232,1.8819,0.00016839645
173,44,0.49198654,0.49055192,2.0581465e-06
